,name,api_name,physical_processor,arch,region,price_per_hour_reserved,price_per_hour_ondemand,vcpu,memory_gib,storage_gib
1308,M5 General Purpose Metal,m5.metal,Intel Xeon Platinum 8175,64-bit,us-west-2,4.608,2.944,96,384.0,0
1309,M5 General Purpose 12xlarge,m5.12xlarge,Intel Xeon Platinum 8175,64-bit,us-west-2,2.304,1.472,48,192.0,0
1310,C5 High-CPU Quadruple Extra Large,c5d.4xlarge,Intel Xeon Platinum 8124M,64-bit,us-west-2,0.768,0.484,16,32.0,400
1311,C5N Extra Large,c5n.xlarge,Intel Xeon Platinum 8124M,64-bit,us-west-2,0.216,0.136,4,10.5,0
1312,P3DN 24xlarge,p3dn.24xlarge,Intel Xeon Platinum 8175 (Skylake),64-bit,us-west-2,31.212,19.215,96,768.0,1800
1313,C5 High-CPU Metal,c5d.metal,Intel Xeon Platinum 8275L,64-bit,us-west-2,4.608,2.906,96,192.0,3600
1314,M5 General Purpose 16xlarge,m5d.16xlarge,Intel Xeon Platinum 8175,64-bit,us-west-2,3.616,2.302,64,256.0,2400
1315,C5 High-CPU Double Extra Large,c5.2xlarge,Intel Xeon Platinum 8124M,64-bit,us-west-2,0.34,0.214,8,16.0,0
1316,C5 High-CPU Double Extra Large,c5d.2xlarge,Intel Xeon Platinum 8124M,64-bit,us-west-2,0.384,0.242,8,16.0,200
1317,M5 General Purpose Extra Large,m5.xlarge,Intel Xeon Platinum 8175,64-bit,us-west-2,0.192,0.123,4,16.0,0
1318,C5N 9xlarge,c5n.9xlarge,Intel Xeon Platinum 8124M,64-bit,us-west-2,1.944,1.225,36,96.0,0
1319,C5 High-CPU Extra Large,c5.xlarge,Intel Xeon Platinum 8124M,64-bit,us-west-2,0.17,0.107,4,8.0,0
1320,M5 General Purpose Quadruple Extra Large,m5d.4xlarge,Intel Xeon Platinum 8175,64-bit,us-west-2,0.904,0.576,16,64.0,600
1321,M5 General Purpose Metal,m5d.metal,Intel Xeon Platinum 8175,64-bit,us-west-2,5.424,3.454,96,384.0,3600
1322,M5 General Purpose Quadruple Extra Large,m5.4xlarge,Intel Xeon Platinum 8175,64-bit,us-west-2,0.768,0.491,16,64.0,0
1323,C5 High-CPU 12xlarge,c5d.12xlarge,Intel Xeon Platinum 8275L,64-bit,us-west-2,2.304,1.453,48,96.0,1800
1324,M5 General Purpose Eight Extra Large,m5d.8xlarge,Intel Xeon Platinum 8175,64-bit,us-west-2,1.808,1.151,32,128.0,1200
1325,M5 General Purpose 16xlarge,m5.16xlarge,Intel Xeon Platinum 8175,64-bit,us-west-2,3.072,1.963,64,256.0,0
1326,C5 High-CPU 9xlarge,c5d.9xlarge,Intel Xeon Platinum 8124M,64-bit,us-west-2,1.728,1.09,36,72.0,900
1327,C5 High-CPU 12xlarge,c5.12xlarge,Intel Xeon Platinum 8275L,64-bit,us-west-2,2.04,1.285,48,96.0,0
1328,C5N Quadruple Extra Large,c5n.4xlarge,Intel Xeon Platinum 8124M,64-bit,us-west-2,0.864,0.544,16,42.0,0
1329,M5 General Purpose Eight Extra Large,m5.8xlarge,Intel Xeon Platinum 8175,64-bit,us-west-2,1.536,0.981,32,128.0,0
1330,M5DN Extra Large,m5dn.xlarge,Intel Xeon Platinum 8259 (Cascade Lake),64-bit,eu-central-1,0.324,0.229,4,16.0,150
1331,M5A Double Extra Large,m5a.2xlarge,AMD EPYC 7571,64-bit,eu-central-1,0.416,0.296,8,32.0,0
1332,R5N 12xlarge,r5n.12xlarge,Intel Xeon Platinum 8259 (Cascade Lake),64-bit,eu-central-1,4.272,2.718,48,384.0,0
1333,R5AD Extra Large,r5ad.xlarge,AMD EPYC 7571,64-bit,eu-central-1,0.316,0.201,4,32.0,150
1334,R5N Extra Large,r5n.xlarge,Intel Xeon Platinum 8259 (Cascade Lake),64-bit,eu-central-1,0.356,0.227,4,32.0,0
1335,I3EN 12xlarge,i3en.12xlarge,Intel Xeon Platinum 8175,64-bit,eu-central-1,6.48,4.424,48,384.0,30000
1336,I3EN Metal,i3en.metal,Intel Xeon Platinum 8175,64-bit,eu-central-1,12.96,8.848,96,768.0,60000
1337,R5DN Extra Large,r5dn.xlarge,Intel Xeon Platinum 8259 (Cascade Lake),64-bit,eu-central-1,0.398,0.256,4,32.0,150
1338,I2 Extra Large,i2.xlarge,Intel Xeon E5-2670 v2 (Ivy Bridge),64-bit,eu-central-1,1.013,0.556,4,30.5,800
1339,M5N 16xlarge,m5n.16xlarge,Intel Xeon Platinum 8259 (Cascade Lake),64-bit,eu-central-1,4.512,3.188,64,256.0,0
1340,T2 Micro,t2.micro,Intel Xeon Family,32/64-bit,eu-central-1,0.0134,0.0096,1                                                   for a                 2h 24m                 burst,1.0,0
1341,D2 Eight Extra Large,d2.8xlarge,Intel Xeon E5-2676v3 (Haswell),64-bit,eu-central-1,6.352,3.856,36,244.0,48000
1342,I3EN 3xlarge,i3en.3xlarge,Intel Xeon Platinum 8175,64-bit,eu-central-1,1.62,1.106,12,96.0,7500
1343,Z1D 3xlarge,z1d.3xlarge,Intel Xeon Platinum 8151,64-bit,eu-central-1,1.35,0.863,12,96.0,450
1344,X1E 16xlarge,x1e.16xlarge,High Frequency Intel Xeon E7-8880 v3 (Haswell),64-bit,eu-central-1,18.672,11.506,64,1952.0,1920
1345,R5N 24xlarge,r5n.24xlarge,Intel Xeon Platinum 8259 (Cascade Lake),64-bit,eu-central-1,8.544,5.437,96,768.0,0
1346,I2 Eight Extra Large,i2.8xlarge,Intel Xeon E5-2670 v2 (Ivy Bridge),64-bit,eu-central-1,8.102,4.448,32,244.0,6400
1347,R5A Eight Extra Large,r5a.8xlarge,AMD EPYC 7571,64-bit,eu-central-1,2.192,1.379,32,256.0,0
1348,A1 Metal,a1.metal,AWS Graviton Processor,64-bit,eu-central-1,0.466,0.319,16,32.0,0
1349,I2 Double Extra Large,i2.2xlarge,Intel Xeon E5-2670 v2 (Ivy Bridge),64-bit,eu-central-1,2.026,1.112,8,61.0,1600
1350,I3EN Double Extra Large,i3en.2xlarge,Intel Xeon Platinum 8175,64-bit,eu-central-1,1.08,0.737,8,64.0,5000
1351,M5A Extra Large,m5a.xlarge,AMD EPYC 7571,64-bit,eu-central-1,0.208,0.148,4,16.0,0
1352,P3 Double Extra Large,p3.2xlarge,Intel Xeon E5-2686 v4 (Broadwell),64-bit,eu-central-1,3.823,2.609,8,61.0,0
1353,T2 Double Extra Large,t2.2xlarge,Intel Xeon Family,64-bit,eu-central-1,0.4288,0.3057,8                                                   for a                 4h 4.8m                 burst,32.0,0
1354,H1 Eight Extra Large,h1.8xlarge,Intel Xeon E5-2686 v4 (Broadwell),64-bit,eu-central-1,0.0,0.0,32,128.0,8000
1355,R5D 24xlarge,r5d.24xlarge,Intel Xeon Platinum 8175,64-bit,eu-central-1,8.304,5.3,96,768.0,3600
1356,I3EN 6xlarge,i3en.6xlarge,Intel Xeon Platinum 8175,64-bit,eu-central-1,3.24,2.212,24,192.0,15000
1357,R4 High-Memory Eight Extra Large,r4.8xlarge,Intel Xeon E5-2686 v4 (Broadwell),64-bit,eu-central-1,2.5608,1.6128,32,244.0,0
1358,T2 Large,t2.large,Intel Xeon Family,64-bit,eu-central-1,0.1072,0.0764,2                                                   for a                 7h 12m                 burst,8.0,0
1359,X1 Extra High-Memory 16xlarge,x1.16xlarge,High Frequency Intel Xeon E7-8880 v3 (Haswell),64-bit,eu-central-1,9.337,5.754,64,976.0,1920
1360,M5A 16xlarge,m5a.16xlarge,AMD EPYC 7571,64-bit,eu-central-1,3.328,2.369,64,256.0,0
1361,R5 Metal,r5.metal,Intel Xeon Platinum 8175,64-bit,eu-central-1,7.296,4.596,96,768.0,0
1362,R5A Large,r5a.large,AMD EPYC 7571,64-bit,eu-central-1,0.137,0.086,2,16.0,0
1363,C3 High-CPU Large,c3.large,Intel Xeon E5-2680 v2 (Ivy Bridge),32/64-bit,eu-central-1,0.129,0.096,2,3.75,32
1364,R5A 24xlarge,r5a.24xlarge,AMD EPYC 7571,64-bit,eu-central-1,6.576,4.136,96,768.0,0
1365,G3 16xlarge,g3.16xlarge,Intel Xeon E5-2686 v4 (Broadwell),64-bit,eu-central-1,5.7,4.1494,64,488.0,0
1366,A1 Double Extra Large,a1.2xlarge,AWS Graviton Processor,64-bit,eu-central-1,0.2328,0.1596,8,16.0,0
1367,C4 High-CPU Extra Large,c4.xlarge,Intel Xeon E5-2666 v3 (Haswell),64-bit,eu-central-1,0.227,0.158,4,7.5,0
1368,X1E Quadruple Extra Large,x1e.4xlarge,High Frequency Intel Xeon E7-8880 v3 (Haswell),64-bit,eu-central-1,4.668,2.877,16,488.0,480
1369,M5AD Extra Large,m5ad.xlarge,AMD EPYC 7571,64-bit,eu-central-1,0.25,0.178,4,16.0,150
1370,I3EN 24xlarge,i3en.24xlarge,Intel Xeon Platinum 8175,64-bit,eu-central-1,12.96,8.848,96,768.0,60000
1371,M4 General Purpose Large,m4.large,Intel Xeon E5-2676 v3 (Haswell),64-bit,eu-central-1,0.12,0.0819,2,8.0,0
1372,H1 Quadruple Extra Large,h1.4xlarge,Intel Xeon E5-2686 v4 (Broadwell),64-bit,eu-central-1,0.0,0.0,16,64.0,4000
1373,X1E Extra Large,x1e.xlarge,High Frequency Intel Xeon E7-8880 v3 (Haswell),64-bit,eu-central-1,1.167,0.719,4,122.0,120
1374,G4DN Eight Extra Large,g4dn.8xlarge,Intel Xeon Family,64-bit,eu-central-1,2.72,1.856,32,128.0,900
1375,R5N Large,r5n.large,Intel Xeon Platinum 8259 (Cascade Lake),64-bit,eu-central-1,0.178,0.113,2,16.0,0
1376,R3 High-Memory Large,r3.large,Intel Xeon E5-2670 v2 (Ivy Bridge),64-bit,eu-central-1,0.2,0.146,2,15.25,32
1377,R5N Double Extra Large,r5n.2xlarge,Intel Xeon Platinum 8259 (Cascade Lake),64-bit,eu-central-1,0.712,0.453,8,64.0,0
1378,C4 High-CPU Large,c4.large,Intel Xeon E5-2666 v3 (Haswell),64-bit,eu-central-1,0.114,0.079,2,3.75,0
1379,R5D Extra Large,r5d.xlarge,Intel Xeon Platinum 8175,64-bit,eu-central-1,0.346,0.221,4,32.0,150
1380,R5 Double Extra Large,r5.2xlarge,Intel Xeon Platinum 8175,64-bit,eu-central-1,0.608,0.383,8,64.0,0
1381,M3 General Purpose Double Extra Large,m3.2xlarge,Intel Xeon E5-2670 v2 (Ivy Bridge/Sandy Bridge),64-bit,eu-central-1,0.632,0.479,8,30.0,160
1382,M5N 12xlarge,m5n.12xlarge,Intel Xeon Platinum 8259 (Cascade Lake),64-bit,eu-central-1,3.384,2.391,48,192.0,0
1383,M4 General Purpose Deca Extra Large,m4.10xlarge,Intel Xeon E5-2676 v3 (Haswell),64-bit,eu-central-1,2.4,1.638,40,160.0,0
1384,M5AD Large,m5ad.large,AMD EPYC 7571,64-bit,eu-central-1,0.125,0.089,2,8.0,75
1385,R5DN Eight Extra Large,r5dn.8xlarge,Intel Xeon Platinum 8259 (Cascade Lake),64-bit,eu-central-1,3.184,2.049,32,256.0,1200
1386,R5N 16xlarge,r5n.16xlarge,Intel Xeon Platinum 8259 (Cascade Lake),64-bit,eu-central-1,5.696,3.624,64,512.0,0
1387,R5D Metal,r5d.metal,Intel Xeon Platinum 8175,64-bit,eu-central-1,8.304,5.3,96,768.0,3600
1388,X1 Extra High-Memory 32xlarge,x1.32xlarge,High Frequency Intel Xeon E7-8880 v3 (Haswell),64-bit,eu-central-1,18.674,11.508,128,1952.0,3840
1389,R5N Eight Extra Large,r5n.8xlarge,Intel Xeon Platinum 8259 (Cascade Lake),64-bit,eu-central-1,2.848,1.812,32,256.0,0
1390,M5DN Large,m5dn.large,Intel Xeon Platinum 8259 (Cascade Lake),64-bit,eu-central-1,0.162,0.114,2,8.0,75
1391,P3 16xlarge,p3.16xlarge,Intel Xeon E5-2686 v4 (Broadwell),64-bit,eu-central-1,30.584,20.874,64,488.0,0
1392,M3 General Purpose Large,m3.large,Intel Xeon E5-2670 v2 (Ivy Bridge/Sandy Bridge),64-bit,eu-central-1,0.158,0.12,2,7.5,32
1393,M5N Double Extra Large,m5n.2xlarge,Intel Xeon Platinum 8259 (Cascade Lake),64-bit,eu-central-1,0.564,0.399,8,32.0,0
1394,R5 24xlarge,r5.24xlarge,Intel Xeon Platinum 8175,64-bit,eu-central-1,7.296,4.596,96,768.0,0
1395,M5DN 12xlarge,m5dn.12xlarge,Intel Xeon Platinum 8259 (Cascade Lake),64-bit,eu-central-1,3.888,2.743,48,192.0,1800
1396,R5DN 16xlarge,r5dn.16xlarge,Intel Xeon Platinum 8259 (Cascade Lake),64-bit,eu-central-1,6.368,4.099,64,512.0,2400
1397,R4 High-Memory Large,r4.large,Intel Xeon E5-2686 v4 (Broadwell),64-bit,eu-central-1,0.16005,0.1008,2,15.25,0
1398,R3 High-Memory Extra Large,r3.xlarge,Intel Xeon E5-2670 v2 (Ivy Bridge),64-bit,eu-central-1,0.4,0.293,4,30.5,80
1399,X1E 32xlarge,x1e.32xlarge,High Frequency Intel Xeon E7-8880 v3 (Haswell),64-bit,eu-central-1,37.344,23.013,128,3904.0,3840
1400,M5A Quadruple Extra Large,m5a.4xlarge,AMD EPYC 7571,64-bit,eu-central-1,0.832,0.592,16,64.0,0
1401,R5AD Double Extra Large,r5ad.2xlarge,AMD EPYC 7571,64-bit,eu-central-1,0.632,0.402,8,64.0,300
1402,T2 Extra Large,t2.xlarge,Intel Xeon Family,64-bit,eu-central-1,0.2144,0.1528,4                                                   for a                 5h 24m                 burst,16.0,0
1403,General Purpose GPU 16xlarge,p2.16xlarge,Intel Xeon E5-2686 v4 (Broadwell),64-bit,eu-central-1,21.216,13.966,64,768.0,0
1404,M5DN 16xlarge,m5dn.16xlarge,Intel Xeon Platinum 8259 (Cascade Lake),64-bit,eu-central-1,5.184,3.658,64,256.0,2400
1405,C3 High-CPU Eight Extra Large,c3.8xlarge,Intel Xeon E5-2680 v2 (Ivy Bridge),64-bit,eu-central-1,2.064,1.536,32,60.0,640
1406,M3 General Purpose Medium,m3.medium,Intel Xeon E5-2670 v2 (Ivy Bridge/Sandy Bridge),64-bit,eu-central-1,0.079,0.06,1,3.75,4
1407,X1E Double Extra Large,x1e.2xlarge,High Frequency Intel Xeon E7-8880 v3 (Haswell),64-bit,eu-central-1,2.334,1.438,8,244.0,240
1408,M5DN 24xlarge,m5dn.24xlarge,Intel Xeon Platinum 8259 (Cascade Lake),64-bit,eu-central-1,7.776,5.487,96,384.0,3600
1409,M5A Eight Extra Large,m5a.8xlarge,AMD EPYC 7571,64-bit,eu-central-1,1.664,1.185,32,128.0,0
1410,M5AD Double Extra Large,m5ad.2xlarge,AMD EPYC 7571,64-bit,eu-central-1,0.5,0.355,8,32.0,300
1411,R5A Double Extra Large,r5a.2xlarge,AMD EPYC 7571,64-bit,eu-central-1,0.548,0.345,8,64.0,0
1412,M5A 12xlarge,m5a.12xlarge,AMD EPYC 7571,64-bit,eu-central-1,2.496,1.777,48,192.0,0
1413,T2 Small,t2.small,Intel Xeon Family,32/64-bit,eu-central-1,0.0268,0.0191,1                                                   for a                 4h 48m                 burst,2.0,0
1414,D2 Extra Large,d2.xlarge,Intel Xeon E5-2676v3 (Haswell),64-bit,eu-central-1,0.794,0.482,4,30.5,6000
1415,G4DN 16xlarge,g4dn.16xlarge,Intel Xeon Family,64-bit,eu-central-1,5.44,3.713,64,256.0,900
1416,T3 Medium,t3.medium,Intel Skylake E5 2686 v5 (2.5 GHz),64-bit,eu-central-1,0.048,0.0346,2                                                   for a                 4h 48m                 burst,4.0,0
1417,M1 General Purpose Extra Large,m1.xlarge,Intel Xeon Family,64-bit,eu-central-1,0.0,0.0,4,15.0,1680
1418,M5N Extra Large,m5n.xlarge,Intel Xeon Platinum 8259 (Cascade Lake),64-bit,eu-central-1,0.282,0.199,4,16.0,0
1419,M3 General Purpose Extra Large,m3.xlarge,Intel Xeon E5-2670 v2 (Ivy Bridge/Sandy Bridge),64-bit,eu-central-1,0.315,0.239,4,15.0,80
1420,M1 General Purpose Medium,m1.medium,Intel Xeon Family,32/64-bit,eu-central-1,0.0,0.0,1,3.75,410
1421,T3A Medium,t3a.medium,AMD EPYC 7571,64-bit,eu-central-1,0.0432,0.0312,2                                                   for a                 4h 48m                 burst,4.0,0
1422,R4 High-Memory 16xlarge,r4.16xlarge,Intel Xeon E5-2686 v4 (Broadwell),64-bit,eu-central-1,5.1216,3.2256,64,488.0,0
1423,G4DN Quadruple Extra Large,g4dn.4xlarge,Intel Xeon Family,64-bit,eu-central-1,1.505,1.027,16,64.0,225
1424,I3 High I/O Extra Large,i3.xlarge,Intel Xeon E5-2686 v4 (Broadwell),64-bit,eu-central-1,0.372,0.252,4,30.5,950
1425,Z1D Double Extra Large,z1d.2xlarge,Intel Xeon Platinum 8151,64-bit,eu-central-1,0.9,0.575,8,64.0,300
1426,C3 High-CPU Extra Large,c3.xlarge,Intel Xeon E5-2680 v2 (Ivy Bridge),64-bit,eu-central-1,0.258,0.192,4,7.5,80
1427,R5 Eight Extra Large,r5.8xlarge,Intel Xeon Platinum 8175,64-bit,eu-central-1,2.432,1.532,32,256.0,0
1428,C3 High-CPU Double Extra Large,c3.2xlarge,Intel Xeon E5-2680 v2 (Ivy Bridge),64-bit,eu-central-1,0.516,0.384,8,15.0,160
1429,R3 High-Memory Double Extra Large,r3.2xlarge,Intel Xeon E5-2670 v2 (Ivy Bridge),64-bit,eu-central-1,0.8,0.585,8,61.0,160
1430,R4 High-Memory Double Extra Large,r4.2xlarge,Intel Xeon E5-2686 v4 (Broadwell),64-bit,eu-central-1,0.6402,0.4032,8,61.0,0
1431,General Purpose GPU Eight Extra Large,p2.8xlarge,Intel Xeon E5-2686 v4 (Broadwell),64-bit,eu-central-1,10.608,6.983,32,488.0,0
1432,C4 High-CPU Eight Extra Large,c4.8xlarge,Intel Xeon E5-2666 v3 (Haswell),64-bit,eu-central-1,1.817,1.26,36,60.0,0
1433,D2 Double Extra Large,d2.2xlarge,Intel Xeon E5-2676v3 (Haswell),64-bit,eu-central-1,1.588,0.964,8,61.0,12000
1434,D2 Quadruple Extra Large,d2.4xlarge,Intel Xeon E5-2676v3 (Haswell),64-bit,eu-central-1,3.176,1.928,16,122.0,24000
1435,M5AD Quadruple Extra Large,m5ad.4xlarge,AMD EPYC 7571,64-bit,eu-central-1,1.0,0.71,16,64.0,600
1436,M5DN Quadruple Extra Large,m5dn.4xlarge,Intel Xeon Platinum 8259 (Cascade Lake),64-bit,eu-central-1,1.296,0.914,16,64.0,600
1437,R5 16xlarge,r5.16xlarge,Intel Xeon Platinum 8175,64-bit,eu-central-1,4.864,3.064,64,512.0,0
1438,M5N 24xlarge,m5n.24xlarge,Intel Xeon Platinum 8259 (Cascade Lake),64-bit,eu-central-1,6.768,4.783,96,384.0,0
1439,M4 General Purpose Extra Large,m4.xlarge,Intel Xeon E5-2676 v3 (Haswell),64-bit,eu-central-1,0.24,0.1638,4,16.0,0
1440,R5A Quadruple Extra Large,r5a.4xlarge,AMD EPYC 7571,64-bit,eu-central-1,1.096,0.689,16,128.0,0
1441,T3 Extra Large,t3.xlarge,Intel Skylake E5 2686 v5 (2.5 GHz),64-bit,eu-central-1,0.192,0.1385,4                                                   for a                 9h 36m                 burst,16.0,0
1442,Z1D 12xlarge,z1d.12xlarge,Intel Xeon Platinum 8151,64-bit,eu-central-1,5.4,3.452,48,384.0,1800
1443,M4 General Purpose 16xlarge,m4.16xlarge,Intel Xeon E5-2686 v4 (Broadwell),64-bit,eu-central-1,3.84,2.6208,64,256.0,0
1444,R5 12xlarge,r5.12xlarge,Intel Xeon Platinum 8175,64-bit,eu-central-1,3.648,2.298,48,384.0,0
1445,M4 General Purpose Quadruple Extra Large,m4.4xlarge,Intel Xeon E5-2676 v3 (Haswell),64-bit,eu-central-1,0.96,0.6552,16,64.0,0
1446,R4 High-Memory Extra Large,r4.xlarge,Intel Xeon E5-2686 v4 (Broadwell),64-bit,eu-central-1,0.3201,0.2016,4,30.5,0
1447,M1 General Purpose Small,m1.small,Intel Xeon Family,32/64-bit,eu-central-1,0.0,0.0,1,1.7,160
1448,A1 Extra Large,a1.xlarge,AWS Graviton Processor,64-bit,eu-central-1,0.1164,0.0798,4,8.0,0
1449,Z1D 6xlarge,z1d.6xlarge,Intel Xeon Platinum 8151,64-bit,eu-central-1,2.7,1.726,24,192.0,900
1450,R5D Quadruple Extra Large,r5d.4xlarge,Intel Xeon Platinum 8175,64-bit,eu-central-1,1.384,0.883,16,128.0,600
1451,M5DN Metal,m5dn.metal,Intel Xeon Platinum 8259 (Cascade Lake),64-bit,eu-central-1,0.0,0.0,96,384.0,0
1452,R5A 16xlarge,r5a.16xlarge,AMD EPYC 7571,64-bit,eu-central-1,4.384,2.757,64,512.0,0
1453,M5N Large,m5n.large,Intel Xeon Platinum 8259 (Cascade Lake),64-bit,eu-central-1,0.141,0.1,2,8.0,0
1454,M5DN Eight Extra Large,m5dn.8xlarge,Intel Xeon Platinum 8259 (Cascade Lake),64-bit,eu-central-1,2.592,1.829,32,128.0,1200
1455,General Purpose GPU Extra Large,p2.xlarge,Intel Xeon E5-2686 v4 (Broadwell),64-bit,eu-central-1,1.326,0.873,4,61.0,0
1456,C3 High-CPU Quadruple Extra Large,c3.4xlarge,Intel Xeon E5-2680 v2 (Ivy Bridge),64-bit,eu-central-1,1.032,0.768,16,30.0,320
1457,R4 High-Memory Quadruple Extra Large,r4.4xlarge,Intel Xeon E5-2686 v4 (Broadwell),64-bit,eu-central-1,1.2804,0.8064,16,122.0,0
1458,R5A Extra Large,r5a.xlarge,AMD EPYC 7571,64-bit,eu-central-1,0.274,0.172,4,32.0,0
1459,M5N Quadruple Extra Large,m5n.4xlarge,Intel Xeon Platinum 8259 (Cascade Lake),64-bit,eu-central-1,1.128,0.797,16,64.0,0
1460,H1 Double Extra Large,h1.2xlarge,Intel Xeon E5-2686 v4 (Broadwell),64-bit,eu-central-1,0.0,0.0,8,32.0,2000
1461,M5AD 24xlarge,m5ad.24xlarge,AMD EPYC 7571,64-bit,eu-central-1,6.0,4.261,96,384.0,3600
1462,F1 Quadruple Extra Large,f1.4xlarge,Intel Xeon E5-2686 v4 (Broadwell),64-bit,eu-central-1,0.0,0.0,16,244.0,940
1463,I3EN Extra Large,i3en.xlarge,Intel Xeon Platinum 8175,64-bit,eu-central-1,0.54,0.369,4,32.0,2500
1464,R5A 12xlarge,r5a.12xlarge,AMD EPYC 7571,64-bit,eu-central-1,3.288,2.068,48,384.0,0
1465,R5AD 24xlarge,r5ad.24xlarge,AMD EPYC 7571,64-bit,eu-central-1,7.584,4.822,96,768.0,3600
1466,G2 Double Extra Large,g2.2xlarge,Intel Xeon E5-2670 (Sandy Bridge),64-bit,eu-central-1,0.772,0.565,8,15.0,60
1467,C4 High-CPU Double Extra Large,c4.2xlarge,Intel Xeon E5-2666 v3 (Haswell),64-bit,eu-central-1,0.454,0.315,8,15.0,0
1468,X1E Eight Extra Large,x1e.8xlarge,High Frequency Intel Xeon E7-8880 v3 (Haswell),64-bit,eu-central-1,9.336,5.753,32,976.0,960
1469,R5DN Large,r5dn.large,Intel Xeon Platinum 8259 (Cascade Lake),64-bit,eu-central-1,0.199,0.128,2,16.0,75
1470,R5DN 12xlarge,r5dn.12xlarge,Intel Xeon Platinum 8259 (Cascade Lake),64-bit,eu-central-1,4.776,3.074,48,384.0,1800
1471,R5N Quadruple Extra Large,r5n.4xlarge,Intel Xeon Platinum 8259 (Cascade Lake),64-bit,eu-central-1,1.424,0.906,16,128.0,0
1472,H1 16xlarge,h1.16xlarge,Intel Xeon E5-2686 v4 (Broadwell),64-bit,eu-central-1,0.0,0.0,64,256.0,16000
1473,Z1D Extra Large,z1d.xlarge,Intel Xeon Platinum 8151,64-bit,eu-central-1,0.45,0.288,4,32.0,150
1474,R5DN Quadruple Extra Large,r5dn.4xlarge,Intel Xeon Platinum 8259 (Cascade Lake),64-bit,eu-central-1,1.592,1.025,16,128.0,600
1475,R5D Eight Extra Large,r5d.8xlarge,Intel Xeon Platinum 8175,64-bit,eu-central-1,2.768,1.767,32,256.0,1200
1476,T3 Double Extra Large,t3.2xlarge,Intel Skylake E5 2686 v5 (2.5 GHz),64-bit,eu-central-1,0.384,0.2769,8                                                   for a                 9h 36m                 burst,32.0,0
1477,G3 Eight Extra Large,g3.8xlarge,Intel Xeon E5-2686 v4 (Broadwell),64-bit,eu-central-1,2.85,2.0747,32,244.0,0
1478,I3 High I/O Metal,i3.metal,Intel Xeon E5-2686 v4 (Broadwell),64-bit,eu-central-1,5.952,4.032,72,512.0,15200
1479,M4 General Purpose Double Extra Large,m4.2xlarge,Intel Xeon E5-2676 v3 (Haswell),64-bit,eu-central-1,0.48,0.3276,8,32.0,0
1480,Z1D Metal,z1d.metal,Intel Xeon Platinum 8151,64-bit,eu-central-1,5.4,3.452,48,384.0,1800
1481,G4DN 12xlarge,g4dn.12xlarge,Intel Xeon Family,64-bit,eu-central-1,4.89,3.337,48,192.0,900
1482,R5AD Large,r5ad.large,AMD EPYC 7571,64-bit,eu-central-1,0.158,0.1,2,16.0,75
1483,R5 Quadruple Extra Large,r5.4xlarge,Intel Xeon Platinum 8175,64-bit,eu-central-1,1.216,0.766,16,128.0,0
1484,R5D Double Extra Large,r5d.2xlarge,Intel Xeon Platinum 8175,64-bit,eu-central-1,0.692,0.442,8,64.0,300
1485,R5 Large,r5.large,Intel Xeon Platinum 8175,64-bit,eu-central-1,0.152,0.096,2,16.0,0
1486,I3 High I/O Large,i3.large,Intel Xeon E5-2686 v4 (Broadwell),64-bit,eu-central-1,0.186,0.126,2,15.25,475
1487,Z1D Large,z1d.large,Intel Xeon Platinum 8151,64-bit,eu-central-1,0.225,0.144,2,16.0,75
1488,I3 High I/O 16xlarge,i3.16xlarge,Intel Xeon E5-2686 v4 (Broadwell),64-bit,eu-central-1,5.952,4.032,64,488.0,15200
1489,M5AD 12xlarge,m5ad.12xlarge,AMD EPYC 7571,64-bit,eu-central-1,3.0,2.131,48,192.0,1800
1490,I3EN Large,i3en.large,Intel Xeon Platinum 8175,64-bit,eu-central-1,0.27,0.184,2,16.0,1250
1491,C5N Metal,c5n.metal,Intel Xeon Platinum 8124M,64-bit,eu-central-1,4.428,3.055,72,192.0,0
1492,I2 Quadruple Extra Large,i2.4xlarge,Intel Xeon E5-2670 v2 (Ivy Bridge),64-bit,eu-central-1,4.051,2.224,16,122.0,3200
1493,M5DN Double Extra Large,m5dn.2xlarge,Intel Xeon Platinum 8259 (Cascade Lake),64-bit,eu-central-1,0.648,0.457,8,32.0,300
1494,R5 Extra Large,r5.xlarge,Intel Xeon Platinum 8175,64-bit,eu-central-1,0.304,0.192,4,32.0,0
1495,I3 High I/O Double Extra Large,i3.2xlarge,Intel Xeon E5-2686 v4 (Broadwell),64-bit,eu-central-1,0.744,0.504,8,61.0,1900
1496,G4DN Extra Large,g4dn.xlarge,Intel Xeon Family,64-bit,eu-central-1,0.658,0.449,4,16.0,125
1497,R5D Large,r5d.large,Intel Xeon Platinum 8175,64-bit,eu-central-1,0.173,0.11,2,16.0,75
1498,G3 Quadruple Extra Large,g3.4xlarge,Intel Xeon E5-2686 v4 (Broadwell),64-bit,eu-central-1,1.425,1.0374,16,122.0,0
1499,R5DN 24xlarge,r5dn.24xlarge,Intel Xeon Platinum 8259 (Cascade Lake),64-bit,eu-central-1,9.552,6.148,96,768.0,3600
1500,R5D 12xlarge,r5d.12xlarge,Intel Xeon Platinum 8175,64-bit,eu-central-1,4.152,2.65,48,384.0,1800
1501,R5DN Double Extra Large,r5dn.2xlarge,Intel Xeon Platinum 8259 (Cascade Lake),64-bit,eu-central-1,0.796,0.512,8,64.0,300
